270,    -1, 
271,    -1, 
272,    -1, 
273, -0.999023, 
274, -0.998047, 
275, -0.99707, 
276, -0.995117, 
277, -0.993164, 
278, -0.991211, 
279, -0.988281, 
280, -0.985352, 
281, -0.982422, 
282, -0.978516, 
283, -0.974609, 
284, -0.970703, 
285, -0.966797, 
286, -0.961914, 
287, -0.957031, 
288, -0.951172, 
289, -0.946289, 
290, -0.94043, 
291, -0.933594, 
292, -0.927734, 
293, -0.920898, 
294, -0.914062, 
295, -0.907227, 
296, -0.899414, 
297, -0.891602, 
298, -0.883789, 
299, -0.875, 
300, -0.866211, 
301, -0.857422, 
302, -0.848633, 
303, -0.838867, 
304, -0.829102, 
305, -0.819336, 
306, -0.80957, 
307, -0.798828, 
308, -0.788086, 
309, -0.777344, 
310, -0.766602, 
311, -0.754883, 
312, -0.743164, 
313, -0.731445, 
314, -0.719727, 
315, -0.708008, 
316, -0.695312, 
317, -0.682617, 
318, -0.669922, 
319, -0.65625, 
320, -0.643555, 
321, -0.629883, 
322, -0.616211, 
323, -0.602539, 
324, -0.587891, 
325, -0.574219, 
326, -0.55957, 
327, -0.544922, 
328, -0.530273, 
329, -0.515625, 
330, -0.500977, 
331, -0.485352, 
332, -0.469727, 
333, -0.454102, 
334, -0.438477, 
335, -0.422852, 
336, -0.407227, 
337, -0.391602, 
338, -0.375, 
339, -0.358398, 
340, -0.342773, 
341, -0.326172, 
342, -0.30957, 
343, -0.292969, 
344, -0.276367, 
345, -0.259766, 
346, -0.242188, 
347, -0.225586, 
348, -0.208008, 
349, -0.191406, 
350, -0.173828, 
351, -0.157227, 
352, -0.139648, 
353, -0.12207, 
354, -0.105469, 
355, -0.0878906, 
356, -0.0703125, 
357, -0.0527344, 
358, -0.0351562, 
359, -0.0175781, 

